epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,59419.9,0.31008,0.34704,0.76686,0.9994,0.99135,0.99445,0.95465,0.2364,0.27019,0.78034,0.005446,0.005446,0.005446
25,61896.7,0.30698,0.34432,0.76647,0.99945,0.99132,0.99443,0.95491,0.23571,0.26877,0.78021,0.005248,0.005248,0.005248
26,64369.3,0.30214,0.33873,0.76641,0.99946,0.9913,0.99441,0.95507,0.235,0.26725,0.78004,0.00505,0.00505,0.00505
27,66842.1,0.29988,0.33506,0.76627,0.99949,0.99128,0.99438,0.95552,0.23342,0.26481,0.77993,0.004852,0.004852,0.004852
28,69315.1,0.29549,0.33136,0.76564,0.9995,0.99121,0.99435,0.95596,0.23179,0.26263,0.77984,0.004654,0.004654,0.004654
29,71788.1,0.29203,0.32617,0.76525,0.99952,0.99119,0.99433,0.95617,0.231,0.26093,0.77971,0.004456,0.004456,0.004456
30,74261.8,0.28911,0.32274,0.76532,0.99954,0.99115,0.9943,0.95641,0.23008,0.2589,0.77958,0.004258,0.004258,0.004258
31,76735.1,0.28354,0.31622,0.76505,0.99956,0.99114,0.99428,0.95671,0.22912,0.25704,0.77947,0.00406,0.00406,0.00406
32,79207,0.28142,0.31305,0.76491,0.99957,0.99111,0.99425,0.9569,0.22806,0.25496,0.77932,0.003862,0.003862,0.003862
33,81678.7,0.27787,0.30828,0.76466,0.99958,0.99105,0.99424,0.95722,0.22697,0.25325,0.77918,0.003664,0.003664,0.003664
34,84155.2,0.27538,0.30473,0.76437,0.99958,0.99104,0.99423,0.95746,0.22583,0.25131,0.77907,0.003466,0.003466,0.003466
35,86632.5,0.27292,0.3012,0.76395,0.9996,0.99102,0.99422,0.95781,0.22441,0.24916,0.77895,0.003268,0.003268,0.003268
36,89109.1,0.26877,0.29697,0.76414,0.99962,0.99097,0.99422,0.95807,0.22368,0.24795,0.77878,0.00307,0.00307,0.00307
37,91587.5,0.26575,0.29163,0.76349,0.99965,0.99095,0.9942,0.95839,0.2223,0.24568,0.77865,0.002872,0.002872,0.002872
38,94060.7,0.26274,0.28759,0.76339,0.99966,0.99094,0.99419,0.95861,0.22158,0.24484,0.77849,0.002674,0.002674,0.002674
39,96537.5,0.25921,0.28414,0.76345,0.99968,0.99092,0.99416,0.95907,0.21942,0.24216,0.77834,0.002476,0.002476,0.002476
40,99017.9,0.2571,0.27906,0.76315,0.9997,0.99086,0.99414,0.95911,0.21831,0.24056,0.77813,0.002278,0.002278,0.002278
41,101485,0.23761,0.26864,0.7574,0.99969,0.99083,0.99413,0.95965,0.21585,0.23809,0.77792,0.00208,0.00208,0.00208
42,103922,0.23316,0.26298,0.75675,0.99971,0.99081,0.99412,0.95998,0.21468,0.23751,0.7777,0.001882,0.001882,0.001882
43,106360,0.22834,0.2569,0.75664,0.9997,0.99076,0.9941,0.96032,0.21295,0.23599,0.77754,0.001684,0.001684,0.001684
44,108798,0.2259,0.252,0.75645,0.99971,0.99075,0.9941,0.96055,0.21136,0.23477,0.77731,0.001486,0.001486,0.001486
45,111237,0.22212,0.24627,0.7566,0.99973,0.99073,0.99409,0.96108,0.20901,0.23278,0.77714,0.001288,0.001288,0.001288
46,113675,0.2178,0.23935,0.75593,0.99975,0.99069,0.99407,0.96137,0.2077,0.23099,0.77691,0.00109,0.00109,0.00109
47,116115,0.21389,0.23418,0.7556,0.99977,0.99066,0.99406,0.96154,0.20709,0.2308,0.77673,0.000892,0.000892,0.000892
48,118554,0.20925,0.22648,0.75551,0.9998,0.99063,0.99405,0.96174,0.20575,0.22927,0.77656,0.000694,0.000694,0.000694
49,120996,0.20603,0.22104,0.75489,0.99981,0.99061,0.99404,0.96208,0.20456,0.22696,0.77637,0.000496,0.000496,0.000496
50,123438,0.20221,0.21501,0.75458,0.99981,0.99059,0.99401,0.96215,0.20384,0.22569,0.7762,0.000298,0.000298,0.000298
